小号塔类型,大号塔类型,地形,挂点档距(m),挂点高差(m),弹性系数(MPa)E,计算破断力(N)B,每km电阻(Ω)R,外径(mm)D,线涨系数(1/℃)A,单位长度重量(kg/km)w,总截面(mm^2)S,钢芯直径mm,工况温度(℃),工况风速(m/s),服役时长(天),最大弧垂(m)
1,0,2,280.66482,0.133,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.92
0,0,4,258.07548,3.58,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.53
0,0,4,258.60858,3.66,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.41
0,0,4,258.51194,3.34,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.71
1,0,2,445.49412,26.865,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,13.22
1,0,2,445.57085,26.906,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,13.66
1,0,2,446.2867,26.746,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,13.01
0,0,2,255.71015,3.48,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.89
0,0,2,256.66581,-1.733,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.51
0,0,2,257.44118,3.012,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.74
0,0,0,166.70755,6.999,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,2.43
0,0,0,167.64081,7.069,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,2.33
0,0,0,166.89206,7.069,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,2.35
1,0,2,390.26825,18.314,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,10.29
1,0,2,392.2518,18.055,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,10.41
1,0,2,395.43919,17.927,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,10.63
0,0,2,266.12129,-4.699,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.44
0,0,2,266.39732,-4.638,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.88
0,0,2,266.27493,-4.921,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,5.37
1,0,2,390.14725,17.922,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,10.38
1,0,2,392.74526,17.392,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,10.84
1,0,2,394.95951,17.772,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,10.53
0,0,2,236.21165,7.731,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.1
0,0,2,236.22235,7.891,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,6.07
0,0,2,236.26416,7.921,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.87
1,0,2,283.8132,1.03,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,5.39
1,0,2,282.14982,-3.76,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,5.44
1,0,2,280.87293,1.28,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,5.31
0,0,2,270.63863,1.59,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,5.91
0,0,2,270.63856,1.57,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,6.03
0,0,2,270.60975,1.48,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,6.07
0,0,0,237.65785,-1.131,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.18
0,0,0,237.33463,-1.191,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.52
0,0,0,237.95626,-1.071,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.06
1,0,4,241.87858,2.5,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.76
1,0,4,240.87475,1.63,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.5
1,0,4,240.4425,2.73,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.48
1,0,0,262.66136,-1.4,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,5.92
1,0,0,262.36118,-2.604,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,5.44
1,0,0,262.56159,-1.394,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,5.44
1,0,2,217.78101,19.367,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,2.8
1,0,2,218.83928,14.497,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,3.42
1,0,2,220.47888,19.987,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,2.89
0,0,2,333.10417,-7.048,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,8.1
0,0,2,333.16377,-7.178,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,8.24
0,0,2,333.37608,-7.038,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,8.34
0,0,2,421.32787,-0.49,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,12.16
0,0,2,421.37203,-0.843,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,12.66
0,0,2,420.8607,-0.714,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,12.9
0,0,2,333.16469,-7.113,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,7.99
0,0,2,333.26508,-7.118,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,7.98
0,0,2,333.91818,-6.92,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,8.14
1,0,2,283.40785,-0.597,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.97
1,0,2,281.47498,-5.287,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.76
1,0,2,280.55229,-0.387,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.77
0,0,2,334.21223,-7.12,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,7.92
0,0,2,334.21276,-6.76,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,8.67
0,0,2,333.90642,-6.99,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,8.22
0,0,4,295.67478,4.45,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.95
0,0,4,295.04759,4.14,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.63
0,0,4,295.36367,4.22,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.97
0,0,4,241.10259,1.28,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.42
0,0,4,240.87613,1.14,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.29
0,0,4,240.91983,1.15,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.42
1,0,2,262.54393,9.785,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.14
1,0,2,259.7863,9.636,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.22
1,0,2,256.7548,9.792,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,4.75
1,0,2,263.52339,9.331,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,4.93
1,0,2,258.95217,9.091,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.38
1,0,2,256.80777,9.431,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,4.91
0,0,2,421.48064,-0.516,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,12.49
0,0,2,421.25671,-0.486,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,12.99
0,0,2,421.37271,-0.486,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,12.96
1,0,2,63.61551,10.221,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,0.53
1,0,2,65.70433,5.226,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,0.45
1,0,2,66.19829,10.089,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,0.31
0,1,1,223.91871,-5.03,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,4.11
0,1,1,224.38687,-9.78,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,2.98
0,1,1,224.47507,-4.89,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,4.25
0,1,2,193.40821,-2.92,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,2.66
0,1,2,197.9383,1.95,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,2.66
0,1,2,201.357,-2.85,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,2.86
0,0,2,351.59346,-8.847,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,8.28
0,0,2,351.85415,-9.153,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,7.94
0,0,2,352.51605,-8.762,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,8.15
0,0,4,293.00083,-3.12,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.87
0,0,4,292.15563,-3.17,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.62
0,0,4,291.98241,-3.26,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.82
0,0,4,276.3981,-0.32,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.2
0,0,4,277.49531,-0.28,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.05
0,0,4,277.37767,-0.16,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.16
0,1,2,256.218,-5.96,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,3.35
0,1,2,254.71061,-0.85,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,3.15
0,1,2,253.66868,-5.88,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,3.48
0,0,2,302.11699,15.449,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.35
0,0,2,302.12377,20.679,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.33
0,0,2,302.19483,15.499,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.03
0,0,2,352.14614,-8.544,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,8.25
0,0,2,352.17162,-8.604,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,7.99
0,0,2,351.9145,-8.464,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,8.32
0,0,2,421.02183,-0.79,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,12.62
0,0,2,420.98745,-0.79,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,12.82
0,0,2,420.99033,-0.71,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,13.02
1,0,2,218.25715,19.853,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,2.86
1,0,2,219.80507,14.271,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.36
1,0,2,220.83082,19.632,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,2.78
0,0,2,302.49688,15.915,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.66
0,0,2,302.51063,20.602,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.35
0,0,2,302.00939,16.125,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.43
0,0,2,298.69005,7.356,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,6.33
0,0,2,297.84228,2.256,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,6.08
0,0,2,298.33987,7.386,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,6.66
0,1,4,246.7319,-0.68,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.82
0,1,4,247.10556,0.32,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.5
0,1,4,247.74016,-0.73,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.63
0,1,4,246.64213,-3.97,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.69
0,1,4,246.8263,-2.61,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.88
0,1,4,247.57699,-3.44,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.03
0,0,2,344.77539,-6.99,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,8.56
0,0,2,344.62307,-7.12,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,8.83
0,0,2,345.09711,-6.79,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,8.36
0,0,4,225.42091,3.79,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.93
0,0,4,225.90135,3.28,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.73
0,0,4,225.71448,3.49,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.84
0,0,2,293.64132,2.068,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.04
0,0,2,293.58774,2.078,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.28
0,0,2,293.58443,2.168,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.42
0,0,2,293.80861,1.934,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.39
0,0,2,293.34742,2.556,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.88
0,0,2,293.17964,2.443,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.47
1,0,2,307.24994,0.971,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,6.29
1,0,2,303.31095,-4.209,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.93
1,0,2,299.68996,0.921,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,5.8
0,1,2,225.98393,3.364,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.71
0,1,2,225.87729,4.304,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.65
0,1,2,226.34953,3.064,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.56
1,0,4,230.1432,1.11,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.07
1,0,4,227.79595,0.37,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.9
1,0,4,227.26134,1.32,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.92
0,1,2,249.07354,6.19,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.83
0,1,2,250.31688,7.4,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.98
0,1,2,248.94098,6.48,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.4
0,0,2,312.04874,6.507,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,6.8
0,0,2,312.72458,6.487,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,6.95
0,0,2,312.4621,6.627,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,7.01
0,0,4,199.02417,-3.57,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.12
0,0,4,199.25497,-3.8,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.08
0,0,4,199.06778,-3.48,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,3.23
0,0,2,352.04831,-7.85,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,7.78
0,0,2,352.31989,-7.75,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,7.25
0,0,2,352.46938,-7.73,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,7.54
0,0,2,298.6922,7.18,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,6.43
0,0,2,298.20715,2.411,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,6.1
0,0,2,298.29677,7.961,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,6.02
0,0,2,356.7628,0.947,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,8.93
0,0,2,356.30107,0.947,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,8.74
0,0,2,356.12272,0.767,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,9.22
0,1,2,255.35534,-8.34,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,4.41
0,1,2,253.43173,-3.67,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,4.54
0,1,2,253.30912,-8.34,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,4.95
1,0,2,307.58161,1.055,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,6.15
1,0,2,303.64193,-4.287,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.86
1,0,2,299.99025,1.193,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,5.93
0,0,2,240.39374,9.805,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,3.45
0,0,2,240.19109,9.485,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,3.91
0,0,2,240.05035,9.345,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,3.75
0,1,2,255.59938,-8.964,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,4.71
0,1,2,254.15145,-3.587,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,4.59
0,1,2,253.21355,-8.567,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,4.75
1,0,2,182.13546,-1.24,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,2.69
1,0,2,182.93676,-2.45,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,2.64
1,0,2,183.50658,-1.05,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,2.82
0,0,2,240.03025,9.587,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,3.74
0,0,2,239.89628,9.851,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,3.93
0,0,2,240.52227,9.198,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,4.07
1,0,2,264.69953,7.95,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,5.77
1,0,2,260.91342,7.61,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,6.18
1,0,2,258.07352,8.03,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,5.65
0,0,2,262.59199,0.317,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.9
0,0,2,263.11635,0.257,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.96
0,0,2,263.14703,0.297,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.73
0,0,2,387.77214,-0.613,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,10.24
0,0,2,388.34852,-0.243,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,10.42
0,0,2,388.41664,-0.353,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,3,3730,9.98
1,0,2,226.18566,5.36,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.29
1,0,2,225.77989,4.32,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.4
1,0,2,226.62261,5.75,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.42
0,0,2,244.45098,-0.104,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.23
0,0,2,243.75149,-0.094,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.14
0,0,2,244.15569,0.036,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.04
0,0,4,239.28972,5.89,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.74
0,0,4,239.20437,6.11,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.71
0,0,4,239.0698,6.23,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,4.96
0,0,4,260.5582,0.32,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.7
0,0,4,260.46991,0.32,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.55
0,0,4,260.69561,0.37,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,5.71
0,0,2,387.5972,-0.169,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,10.23
0,0,2,388.29466,-0.371,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,10.04
0,0,2,388.37101,0.036,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,10.21
0,0,2,245.75464,0.487,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.35
0,0,2,245.45875,0.377,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.28
0,0,2,245.63101,0.207,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,4.15
0,0,2,356.6122,0.592,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,8.59
0,0,2,356.07115,1.062,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,8.68
0,0,2,356.65991,0.702,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,8.58
0,1,2,238.64426,13.307,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,4.45
0,1,2,236.24631,18.167,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,3.98
0,1,2,235.78269,13.057,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,2,3511,4.32
0,0,2,315.1923,11.483,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,7.03
0,0,2,315.61809,16.493,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,6.69
0,0,2,316.28514,11.363,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,7.11
0,0,2,220.5761,-1.198,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.58
0,0,2,220.92366,-1.028,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.53
0,0,2,220.80389,-0.898,76000,83370,0.1209,21.66,0.00002,964.3,277.75,7.98,30,1,4750,3.45
0,0,1,373.14697,8.64,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,7.41
0,0,1,373.74562,9.13,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,7.52
0,0,1,373.70012,9.46,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,7.56
0,0,4,285.58478,-4.9,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.09
0,0,4,285.59946,-4.81,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.24
0,0,4,285.7449,-4.89,73000,75620,0.11,21.6,0.00002,922.2,275.96,2.4,30,1,3996,6.27
0,0,2,409.64894,2.344,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,12.27
0,0,2,409.84995,1.809,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,13.28
0,0,2,410.05237,2.173,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,30,1,4119,12.8
0,1,2,196.2744,-2.813,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,2.64
0,1,2,199.43702,2.248,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,2.81
0,1,2,203.59694,-3.073,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.19
0,1,2,239.35475,13.38,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,3.93
0,1,2,237.84333,17.936,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.07
0,1,2,237.22719,12.582,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,30,1,3549,4.32
1,0,2,309.97726,-1.44,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,7.27
1,0,2,303.20539,-5.25,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,6.52
1,0,2,302.17648,-1.22,73000,75620,0.1181,21.6,0.00002,922.2,275.96,7.2,23,3,3337,6.87
1,0,2,250.03449,-4.405,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,4.86
1,0,2,246.81425,-9.235,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,4.7
1,0,2,244.78854,-4.295,65000,103900,0.07389,26.82,0.00002,1349,425.24,7.5,27,3,3511,4.62
1,0,1,429.60003,21.19,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,11.26
1,0,1,430.70491,21.74,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,11.15
1,0,1,432.36947,21.28,66000,84580,0.0916,23.76,0.00002,1025.5,333.31,0,25,1,3264,11.27
